Review ID,Positive Restaurant Keywords,Negative Restaurant Keywords,Dish 1 Name,Dish 1 Keywords,Dish 2 Name,Dish 2 Keywords,Dish 3 Name,Dish 3 Keywords,Dish 4 Name,Dish 4 Keywords,Dish 5 Name,Dish 5 Keywords
260,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
261,"friendly service, cozy atmosphere, great food",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
262,"wonderful ambiance, excellent coffee, friendly staff",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
263,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
264,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
265,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
266,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
267,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
268,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
269,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
270,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
271,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
272,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
273,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
274,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
275,"great place for breakfast, friendly service, nice atmosphere",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
276,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
277,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
278,"wonderful brunch spot, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
279,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
280,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
281,"charming atmosphere, friendly staff, great food",,Burger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
282,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
283,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
284,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
285,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
286,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
287,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
288,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
289,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
290,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
291,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
292,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
293,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
294,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
295,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
296,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
297,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
298,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
299,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
300,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
301,"friendly staff, great food, cozy ambiance",,Burger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
302,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
303,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
304,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
305,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
306,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
307,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
308,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
309,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
310,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
311,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
312,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
313,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
314,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
315,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
316,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
317,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
318,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
319,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
320,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
321,"friendly staff, great food, cozy atmosphere",,Burger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
322,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
323,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
324,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
325,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
326,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
327,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
328,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
329,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
330,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
331,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
332,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
333,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
334,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
335,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
336,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
337,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
338,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
339,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
340,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
341,"friendly staff, great food, cozy atmosphere",,Cheeseburger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
342,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
343,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
344,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
345,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
346,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
347,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
348,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
349,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
350,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
351,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
352,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
353,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
354,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
355,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
356,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
357,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
358,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
359,"cozy atmosphere, great coffee, friendly baristas",,Cappuccino,"rich, frothy",Latte,"creamy, smooth",Espresso,"strong, bold",,,,
360,"fantastic sushi, fresh ingredients, friendly service",,Dragon Roll,"flavorful, spicy",Eel Nigiri,"tender, savory",Miso Soup,"warm, savory",,,,
361,"charming atmosphere, friendly staff, great food",,Burger,"juicy, flavorful",Fries,"crispy, salty",Milkshake,"thick, creamy",,,,
362,"wonderful ambiance, excellent coffee, friendly service",,Cappuccino,"rich, frothy",Croissant,"buttery, flaky",Blueberry Muffin,"fresh, sweet",,,,
363,"amazing sushi, fresh ingredients, nice presentation",,Dragon Roll,"fresh, flavorful",Spicy Tuna Roll,"spicy, well-prepared",Miso Soup,"warm, savory",,,,
364,"delicious Indian food, friendly service, cozy setting",,Butter Chicken,"flavorful, creamy",Garlic Naan,"soft, buttery",Mango Lassi,"sweet, refreshing",,,,
365,"great pastries, friendly staff, charming cafe",,Almond Croissant,"flaky, nutty",Pain au Chocolat,"rich, chocolatey",Cappuccino,"smooth, creamy",,,,
366,"delightful brunch spot, nice decor, friendly service",,Avocado Toast,"fresh, tasty",Eggs Benedict,perfectly poached,Pancakes,"fluffy, sweet",,,,
367,"excellent BBQ, friendly atmosphere, reasonable prices",,Brisket,"tender, smoky",BBQ Ribs,"juicy, flavorful",Coleslaw,"crunchy, tangy",,,,
368,"cozy cafe, great coffee, friendly baristas",,Latte,"creamy, rich",Flat White,"smooth, silky",Espresso,"strong, bold",,,,
369,"fantastic Italian cuisine, great ambiance, friendly staff",,Margherita Pizza,"fresh, cheesy",Fettuccine Alfredo,"creamy, rich",Tiramisu,"light, sweet",,,,
370,"tasty burgers, quick service, great value",,Cheeseburger,"juicy, well-cooked",Onion Rings,"crispy, salty",Milkshake,"thick, creamy",,,,
371,"wonderful desserts, cozy atmosphere, friendly staff",,Cheesecake,"creamy, rich",Chocolate Cake,"moist, decadent",Fruit Tart,"fresh, sweet",,,,
372,"great seafood, friendly service, nice view",,Lobster Bisque,"creamy, rich",Grilled Shrimp,"tender, flavorful",Clam Chowder,"hearty, savory",,,,
373,"delightful Thai food, cozy setting, friendly service",,Pad Thai,"flavorful, well-balanced",Green Curry,"spicy, creamy",Spring Rolls,"fresh, crispy",,,,
374,"excellent ramen, rich broth, friendly staff",,Tonkotsu Ramen,"rich, savory",Shoyu Ramen,"light, flavorful",Gyoza,"crispy, juicy",,,,
375,"great place for breakfast, friendly service, nice ambiance",,Pancakes,"fluffy, buttery",Omelette,"cheesy, filling",Coffee,"strong, hot",,,,
376,"impressive wine list, delicious food, great service",,Filet Mignon,"tender, juicy",Lobster Tail,"rich, buttery",Truffle Fries,"crispy, savory",,,,
377,"authentic Mexican cuisine, friendly staff, great value",,Tacos,"flavorful, spicy",Guacamole,"fresh, creamy",Enchiladas,"rich, cheesy",,,,
378,"wonderful brunch, nice outdoor seating, friendly service",,Eggs Benedict,perfectly poached,French Toast,"sweet, delicious",Bacon,"crispy, flavorful",,,,
